tR_pred_mean	tR_pred_std	tR_exp_mean	tR_exp_std	n	RMSError	U.95	tR_lb	tR_ub	RMSE_model
3.369873064411547	0.15554700050259665	3.5389701702442635	0.2879355803586881	13510	0.33918136080117284	0.6648428191713338	2.705030245240213	4.034715883582881	0.981450696436242
3.579659843993994	0.014220903095589108	3.642985285285285	0.3637634441226301	3330	0.3689297164596981	0.7233519532531517	2.8563078907408426	4.303011797247146	0.981450696436242
3.629729873267813	0.014478590925498322	3.688908353808354	0.39496929920292007	4070	0.39928700390492944	0.7828210038953537	2.8469088693724593	4.4125508771631665	0.981450696436242
3.6796166070947365	0.014437021098989762	3.7060033684210527	0.39908969115322557	4750	0.4002193468353917	0.7846154776554317	2.8950011294393048	4.464232084750169	0.981450696436242
3.7295503505482457	0.014350827242638005	3.721575292397661	0.41030134593520873	5472	0.41030851874038266	0.8043678711744722	2.9251824793737735	4.533918221722718	0.981450696436242
3.7794685850219545	0.014341760120891524	3.7374976418929906	0.41891247636263856	6149	0.4209626156161743	0.8252340297901716	2.954234555231783	4.604702614812126	0.981450696436242
3.829217727772199	0.014505752087058807	3.7477046334815665	0.42988821756831785	6971	0.437654187747559	0.8579354286940744	2.9712822990781245	4.687153156466273	0.981450696436242
3.8790609590176923	0.014401232434150231	3.7637663057829416	0.44644827129370485	7574	0.4611580356435291	0.903997623260601	2.9750633357570915	4.783058582278294	0.981450696436242
3.9292960205109217	0.014446613659204063	3.7736929532272	0.45939380759876164	8103	0.48494270255585326	0.9506122439892457	2.978683776521676	4.879908264500168	0.981450696436242
3.9791727280415783	0.014441833440016611	3.7823929836995043	0.47031155318956636	8466	0.5099955763718671	0.9997159056021465	2.979456822439432	4.978888633643725	0.981450696436242
4.028671081599087	0.01439180578496683	3.786488635065677	0.4866162848527959	8755	0.5433628375982977	1.0651188596780048	2.963552221921082	5.093789941277091	0.981450696436242
4.128747205928946	0.01441657521173531	3.800972393709959	0.5102951830705608	8585	0.6064808461537025	1.1888482458422724	2.939898960086673	5.3175954517712185	0.981450696436242
4.078838570148225	0.01431480949700713	3.8012255544065265	0.5017506461363699	8703	0.5733582172020267	1.123917781765275	2.9549207883829496	5.2027563519135	0.981450696436242
4.178724350765661	0.014397234513874316	3.8199834106728536	0.5264475861705218	8620	0.6370874791867613	1.2488438887230198	2.9298804620426413	5.42756823948868	0.981450696436242
4.228817530513667	0.014451663050084603	3.843065386427898	0.5394647885871994	8488	0.6631341516086006	1.2999044381446636	2.9289130923690037	5.52872196865833	0.981450696436242
4.278712031697564	0.014556895942197211	3.84347582697201	0.5512750151424829	8253	0.7025594077569532	1.377193135936704	2.9015188957608604	5.655905167634268	0.981450696436242
4.328780095733671	0.014388574400959264	3.8845684222631096	0.5605139261854389	8696	0.7152035986908496	1.4019684519317592	2.9268116438019116	5.73074854766543	0.981450696436242
4.379203976818234	0.014484808815361157	3.9263863245905397	0.575807469287224	8731	0.7324515332893101	1.4357776875849892	2.9434262892332446	5.8149816644032235	0.981450696436242
4.429139048814444	0.01449156742688527	3.952680226234501	0.5969615689025214	9194	0.7637416024250007	1.4971031447388443	2.9320359040756	5.926242193553288	0.981450696436242
4.478719919604224	0.014432979189186831	4.011703475853584	0.6166307481286946	9753	0.7732460132093024	1.5157224598327637	2.96299745977146	5.994442379436988	0.981450696436242
4.529282049524354	0.0143923246487012	4.080869767884323	0.6346303939419161	10512	0.7770103363531128	1.5230876614085678	3.006194388115786	6.052369710932922	0.981450696436242
4.5793278336325605	0.01446313881495245	4.15784835279763	0.6693999891832326	11474	0.7907859576695075	1.5500755242151263	3.0292523094174344	6.1294033578476865	0.981450696436242
4.629149256205466	0.01445402429416662	4.227495575914181	0.6820159706493955	12771	0.791003022997861	1.5504843943386604	3.0786648618668053	6.179633650544126	0.981450696436242
4.679124034106498	0.01432013984293478	4.301006930202956	0.7132918512191332	14141	0.8069318070726573	1.581692670379251	3.097431363727247	6.260816704485749	0.981450696436242
4.729221762790549	0.014382201180906537	4.382512777706434	0.7301219701152168	15574	0.8078375441953415	1.5834555611524055	3.1457662016381436	6.312677323942954	0.981450696436242
4.779298264499431	0.014403622476772796	4.464986803185438	0.759398696222675	17580	0.821523355047842	1.6102670597403843	3.1690312047590465	6.389565324239816	0.981450696436242
4.829332571729066	0.014443724172685935	4.54151222826087	0.7840986299041548	19872	0.8350027285816805	1.6366749666015323	3.1926576051275335	6.466007538330598	0.981450696436242
4.8792918579544935	0.014461033552006721	4.629099482671794	0.7889168959599459	21843	0.8274034195864277	1.621770772695251	3.2575210852592424	6.501062630649745	0.981450696436242
4.9292078432189035	0.014499346207502014	4.702132730202008	0.818076706368165	24207	0.8487838759594152	1.663669015365931	3.2655388278529722	6.592876858584835	0.981450696436242
4.979227179233677	0.014463538166035446	4.767851330319425	0.8251644489984705	26986	0.851606040440046	1.669192036894633	3.3100351423390437	6.6484192161283096	0.981450696436242
5.029187563772505	0.014442032842259738	4.842479286555611	0.8433383935839648	29715	0.8634303213416332	1.6923612692797285	3.336826294492777	6.721548833052234	0.981450696436242
5.079061103534812	0.014391923487299431	4.909146319816373	0.8582201187801581	32675	0.8748186852392832	1.7146766339382011	3.3643844695966107	6.7937377374730135	0.981450696436242
5.128972632599877	0.014420470981537124	4.96743931368682	0.8743101893063103	35494	0.8890123862259482	1.7424916803665762	3.3864809522333004	6.871464312966452	0.981450696436242
5.178984279145632	0.014483455238753811	5.024175870550162	0.8742551976624426	38625	0.8876221992049659	1.7397620614135962	3.4392222177320355	6.9187463405592275	0.981450696436242
5.229078306069693	0.014364946112367714	5.089484197035282	0.87703095103722	41353	0.8879817197124112	1.7404631325459923	3.4886151735237005	6.969541438615685	0.981450696436242
5.279005659630071	0.014409629192477638	5.142734381688332	0.8847158319137637	44387	0.8950571634394819	1.7543276432977655	3.524678016332306	7.033333302927836	0.981450696436242
5.329164112241197	0.014421966071862205	5.191089331646637	0.8838980908487433	47430	0.8944971324700701	1.753226905382841	3.575937206858356	7.0823910176240386	0.981450696436242
5.379028469695678	0.014436140008263449	5.250371622307489	0.8913252197041254	49257	0.9004614044117839	1.7649152912539017	3.614113178441776	7.143943760949579	0.981450696436242
5.428889165439231	0.014430865029107521	5.292643863140202	0.8894778483776364	51761	0.8996564835379539	1.7633355403162332	3.665553625122998	7.192224705755464	0.981450696436242
5.478964258256494	0.014379580968848536	5.333529953055156	0.8848046769782408	53467	0.8965929683257235	1.7573297091708424	3.7216345490856515	7.236293967427336	0.981450696436242
5.528932782453901	0.014412810519773755	5.384516552063765	0.8885215511878958	54827	0.9001585075644105	1.7643172050899756	3.7646155773639256	7.293249987543876	0.981450696436242
5.578882829346007	0.014393034975274875	5.426622521271672	0.8900820162046318	56178	0.9030319207659696	1.7699481760950821	3.808934653250925	7.348831005441089	0.981450696436242
5.6288688091784005	0.01445279209939675	5.475560744260248	0.8854411044627366	57668	0.898588205239448	1.7612374855591502	3.8676313236192503	7.390106294737551	0.981450696436242
5.678896083441536	0.014415180675136023	5.527250615048179	0.8797878247478794	58532	0.8926948690962976	1.7496859744204378	3.9292101090210982	7.428582057861974	0.981450696436242
5.728994942619294	0.014434381961145406	5.583470680297027	0.8769451145415625	60062	0.8887337998189788	1.7419213431231062	3.9870735994961874	7.4709162857424	0.981450696436242
5.778941074236369	0.014408527712594056	5.6378774777409495	0.8694798465664552	61548	0.8807219537280249	1.7262172569563152	4.052723817280054	7.505158331192684	0.981450696436242
5.82887556562361	0.014397240904973522	5.693892346322548	0.855053025793535	62924	0.8654596566839751	1.6963023866386313	4.132573178984979	7.525177952262242	0.981450696436242
5.878930675576719	0.014404442485422109	5.750293637218189	0.8382424324033316	64893	0.8478938987546075	1.661872501483841	4.217058174092878	7.5408031770605595	0.981450696436242
5.9289894042597595	0.014436356845607649	5.811247057057057	0.8206821292854714	66600	0.8287772320269222	1.6244030477367717	4.304586356522988	7.553392451996531	0.981450696436242
5.9788982509286255	0.014399756980178537	5.873226339728264	0.8090436283793186	68596	0.8156873247488527	1.5987459891563074	4.380152261772318	7.577644240084933	0.981450696436242
6.028822547934878	0.014449565807674898	5.929311762708988	0.7913059422673491	70698	0.7974054927906609	1.562912804712407	4.465909743222471	7.591735352647285	0.981450696436242
6.078909482136146	0.01442351367227938	5.984986153335913	0.7868455827667677	72364	0.7921957700812132	1.5527011489903686	4.526208333145777	7.631610631126514	0.981450696436242
6.128867465304217	0.014401604902679622	6.039915952970465	0.7731414348157339	73911	0.7781129241143595	1.5250982824719443	4.603769182832273	7.653965747776161	0.981450696436242
6.178845304500303	0.014418064062677347	6.095014292130082	0.7613020451112504	75706	0.7657817777282575	1.5009287010704828	4.6779166034298205	7.679774005570786	0.981450696436242
6.22878530884755	0.014422769580283745	6.145319096498473	0.7588863584958244	76281	0.7633361686214787	1.496135138352063	4.7326501704954875	7.724920447199613	0.981450696436242
6.278753464313159	0.014436405822537461	6.204197267481994	0.755648839728565	76779	0.759191235162985	1.4880109359998104	4.7907425283133485	7.766764400312969	0.981450696436242
6.32881123210425	0.014418376046994755	6.247482199247874	0.7537428718780059	76317	0.7580080774798503	1.4856920947838812	4.843119137320368	7.814503326888131	0.981450696436242
6.378719485839504	0.014418501345280749	6.2999465710772125	0.7613579041987175	76438	0.76537017543415	1.5001217328151701	4.878597753024334	7.878841218654674	0.981450696436242
6.428666876404185	0.01442895416057823	6.353719582546676	0.765832987767971	76272	0.7694066509339668	1.5080332566689654	4.92063361973522	7.936700133073151	0.981450696436242
6.478666603630381	0.014447257707923206	6.394845279456688	0.7678149161434509	76273	0.77229467229891	1.513693764043962	4.9649728395864186	7.992360367674343	0.981450696436242
6.528723654444048	0.014427055401846122	6.449082048028759	0.7765565280249185	75663	0.7803989851001706	1.5295783730202783	4.999145281423769	8.058302027464325	0.981450696436242
6.578756333057918	0.014421748792042558	6.501456420849317	0.7864141351878671	74554	0.7900360342473317	1.5484673129060087	5.03028902015191	8.127223645963927	0.981450696436242
6.628731252261802	0.01447269327864255	6.553295290050772	0.797581751133621	74056	0.8010094387009513	1.569975311007307	5.0587559412544945	8.19870656326911	0.981450696436242
6.678656596492499	0.014452671599544943	6.614515180499002	0.8098687703941578	73186	0.812306090562654	1.5921170130272957	5.086539583465203	8.270773609519795	0.981450696436242
6.728657558196913	0.01439966078288811	6.671104638515234	0.8215233432852331	72631	0.8233096665900485	1.61368418636303	5.114973371833883	8.342341744559942	0.981450696436242
6.778700681428752	0.014391943961334485	6.730167716325586	0.8292667814868883	71293	0.8304064425304264	1.6275943524738246	5.151106328954928	8.406295033902577	0.981450696436242
6.828676079312979	0.014444718159380964	6.791097464701056	0.8401002669352216	70682	0.8407348961438362	1.64783833510568	5.180837744207299	8.47651441441866	0.981450696436242
6.878681587657525	0.01442727274663453	6.862280311393385	0.8480539057167661	69751	0.8480114380713618	1.6621007193552855	5.216580868302239	8.54078230701281	0.981450696436242
6.92868544856291	0.014430428461765045	6.93019960056731	0.8662190798644188	69098	0.8660339335480008	1.6974250527465644	5.231260395816346	8.626110501309475	0.981450696436242
6.978741305755186	0.01441335719622686	6.992899240513711	0.8607225775217658	68599	0.8606162879733423	1.6868066914756075	5.291934614279579	8.665547997230794	0.981450696436242
7.028696917842251	0.014398015901594856	7.06178775331681	0.8761541420640419	68590	0.8766449337832108	1.7182228182778292	5.310474099564422	8.74691973612008	0.981450696436242
7.078859039416422	0.014418194983732787	7.117582612640297	0.8674985046232621	68337	0.8682259978165002	1.7017218269866896	5.377137212429732	8.780580866403112	0.981450696436242
7.128704166572135	0.014442784811978224	7.175677240633269	0.8740975066723862	68407	0.8751688737472308	1.715329823694514	5.413374342877621	8.844033990266649	0.981450696436242
7.178709089032547	0.01444261482553793	7.246436757977646	0.8808074764837461	69068	0.8832381331077335	1.7311452681113582	5.447563820921189	8.909854357143905	0.981450696436242
7.228748139398113	0.014423960777979548	7.296135888552252	0.8836721438096904	68983	0.8861221024385981	1.7367978806955762	5.491950258702537	8.96554602009369	0.981450696436242
7.278711928639553	0.01443870740104657	7.348352513246455	0.8836617392613444	69830	0.8861832243880432	1.7369173099468533	5.5417946186927	9.015629238586406	0.981450696436242
7.32873260875673	0.01444396085289782	7.39820790340604	0.8941298685170089	68907	0.8967721057821152	1.757671903956901	5.571060704799828	9.086404512713631	0.981450696436242
7.378717070577688	0.014437327526753207	7.4465247632130716	0.9086234375671163	69155	0.9109717156909604	1.785503004363876	5.593214066213812	9.164220074941564	0.981450696436242
7.4286637848121355	0.014431856202115246	7.501571761314835	0.9239570148071936	68693	0.9267827869257595	1.8164928907697668	5.612170894042369	9.245156675581903	0.981450696436242
7.478637767480161	0.014448433700329432	7.552278854008636	0.938264495850988	68552	0.9410517688479272	1.8444601410682053	5.634177626411956	9.323097908548366	0.981450696436242
7.528721233947261	0.014410461743170181	7.604395208442964	0.9553517315406554	68412	0.9582466021199283	1.8781620579199239	5.650559176027337	9.406883291867185	0.981450696436242
7.578780964592402	0.014471631199188748	7.661485446092802	0.9721488733307768	67542	0.9754148164744473	1.911812170789082	5.66696879380332	9.490593135381484	0.981450696436242
7.628770414551572	0.01441179028613786	7.71609862264746	0.9955769483934911	66577	0.9992042437307151	1.958439935721964	5.670330478829608	9.587210350273535	0.981450696436242
7.678668710775746	0.014420679904672322	7.761727569994877	1.0117445621855856	66362	1.0150907000762321	1.9895775012764192	5.689091209499327	9.668246212052164	0.981450696436242
7.728607136613114	0.014446319317022732	7.812155046506265	1.0300152909497835	65045	1.033330913206357	2.0253290621157314	5.7032780744973826	9.753936198728844	0.981450696436242
7.778605981642759	0.014483745404622331	7.871715550191109	1.0470886256831538	64623	1.0510239111783166	2.0600075965592195	5.718598385083539	9.83861357820198	0.981450696436242
7.82854256979462	0.014427427897020693	7.921460968464587	1.0619996718890918	63833	1.0659226777435953	2.0892096736843744	5.739332896110246	9.917752243478994	0.981450696436242
7.878654946101744	0.014452037834305617	7.970430640997035	1.0795633563972566	62746	1.0833200457886363	2.1233092325597642	5.755345713541979	10.001964178661508	0.981450696436242
7.928729238453767	0.01442503732749098	8.014523108502518	1.0907501772481618	62358	1.0940480911615866	2.144336478116152	5.784392760337615	10.073065716569918	0.981450696436242
7.978555691354012	0.014440849547626498	8.068906121779092	1.1257747838737222	60930	1.129284678973364	2.213401268649659	5.765154422704353	10.191956960003672	0.981450696436242
8.028595069817078	0.014426024533516659	8.114431241766853	1.135149450582607	59971	1.1383716683332077	2.2312125031355636	5.797382566681514	10.259807572952642	0.981450696436242
8.078528946504518	0.01443297404630409	8.150126479580509	1.1478112184273046	58547	1.149983425595115	2.253972695010544	5.8245562514939735	10.332501641515062	0.981450696436242
8.128630120996503	0.014416350299123361	8.2082613211322	1.168794282573849	57481	1.1714524568175075	2.2960529732667725	5.83257714772973	10.424683094263276	0.981450696436242
8.178434023556704	0.014443617739663229	8.256545819577049	1.1847214323226058	56035	1.1871689027552126	2.326858554350909	5.8515754692057955	10.505292577907614	0.981450696436242
8.228576447144357	0.014464579300494829	8.310837710326016	1.2059461387119716	54261	1.208668346280235	2.3689992726369797	5.859577174507377	10.597575719781338	0.981450696436242
8.278593996493473	0.014482516223390772	8.359231468918995	1.2108346200339504	52331	1.2134143283565662	2.378303390758116	5.900290605735357	10.65689738725159	0.981450696436242
8.32834593277543	0.014379123499736472	8.42069091698575	1.2351020938495434	50666	1.2384405014527817	2.427356768311855	5.900989164463576	10.755702701087285	0.981450696436242
8.378386464175456	0.014405032915084898	8.493432277313884	1.2448627550966953	48263	1.249916381576702	2.449852531504279	5.9285339326711775	10.828238995679735	0.981450696436242
8.42841027930021	0.014480377177082154	8.550358583129823	1.2488020576952295	46271	1.254584016363564	2.4590038120546134	5.969406467245596	10.887414091354822	0.981450696436242
8.478343486910164	0.01446980804677403	8.608760049909256	1.2515498031094368	44080	1.2582025508578378	2.4660994014985325	6.012244085411632	10.944442888408696	0.981450696436242
8.52831090409679	0.014403618688114806	8.665249447855738	1.2637550958891068	41203	1.2709967472319033	2.4911810308315028	6.037129873265287	11.019491934928293	0.981450696436242
8.578253302397766	0.014395716462802497	8.73322586068648	1.2533833955575215	38661	1.262953982929111	2.475421820972707	6.102831481425058	11.053675123370473	0.981450696436242
8.628304108629427	0.01438268820037438	8.812551192223546	1.2654227239699587	36109	1.2784758937206764	2.5058507045663148	6.122453404063112	11.134154813195742	0.981450696436242
8.678385941980533	0.014466077023987934	8.866776531850055	1.2717842629883613	33799	1.285498063004855	2.519620137575786	6.158765804404747	11.198006079556318	0.981450696436242
8.728289534079396	0.014401831676827261	8.924923990122831	1.2670017982355897	31588	1.2821611421119716	2.513085958398162	6.215203575681234	11.241375492477559	0.981450696436242
8.778296573054572	0.014457708932907543	9.005936797221553	1.2893430462776934	29081	1.3090034682755411	2.565706442946515	6.212590130108056	11.344003016001087	0.981450696436242
8.82835621519058	0.014435406017003466	9.074940634519653	1.302971807121398	26918	1.3260644084094715	2.599155356630488	6.229200858560091	11.427511571821068	0.981450696436242
8.87821731824791	0.01441608534358454	9.14203348277394	1.3209386003509782	24759	1.3467851431554663	2.6397794284586835	6.238437889789226	11.517996746706594	0.981450696436242
8.928352189801577	0.014417251391896925	9.225122216445715	1.3276097248377616	23082	1.360075524335272	2.665838840076646	6.262513349724932	11.594191029878223	0.981450696436242
8.978398394579026	0.014459613147849985	9.294313783822071	1.3454181715309632	21177	1.381818331584439	2.7084689719257873	6.269929422653238	11.686867366504814	0.981450696436242
9.028345116049382	0.014364770321854644	9.369434063995968	1.3698367789250026	19845	1.4115617201413269	2.766778890136712	6.26156622591267	11.795124006186093	0.981450696436242
9.078288142314578	0.014401019170028536	9.458493190819816	1.3840888904210005	18431	1.4352791429925933	2.813280186097416	6.265007956217163	11.891568328411994	0.981450696436242
9.12846221669658	0.014474339077997497	9.514075609332483	1.3929084122469033	17273	1.4452250368295867	2.8327875338976285	6.295674682798952	11.961249750594208	0.981450696436242
9.178457881803412	0.014503814375314242	9.606702180841092	1.4301000011486855	16003	1.4927264788304169	2.9259114480748445	6.252546433728568	12.104369329878256	0.981450696436242
9.228412648843257	0.014391853111190683	9.684964597639842	1.433048861792737	14999	1.503856476061597	2.947742418615267	6.28067023022799	12.176155067458524	0.981450696436242
9.278294997354497	0.01448638371340421	9.744610088183421	1.4649076884314622	14175	1.5371057807126511	3.0129292542379433	6.265365743116553	12.291224251592439	0.981450696436242
9.328041223762895	0.014445559343973055	9.820618328599192	1.460235696110428	13378	1.5409880495655874	3.020554380198259	6.307486843564636	12.348595603961154	0.981450696436242
9.378534140451633	0.014418088309004913	9.88250148460697	1.4819325952040718	12798	1.5652493064181838	3.0681224558214066	6.3104116846302265	12.446656596273039	0.981450696436242
9.428485064492929	0.01442457019487297	9.964444417805481	1.4695470588421415	12513	1.564071355869317	3.0658201023886718	6.362664962104256	12.4943051668816	0.981450696436242
9.478500330170045	0.014432810484877896	9.991658021298523	1.497157104436779	11644	1.5824851504377484	3.1019363665849977	6.376563963585047	12.580436696755042	0.981450696436242
9.528548501943634	0.014444901722315565	10.063899991165297	1.488605668430434	11319	1.581784231150466	3.100571703774832	6.427976798168801	12.629120205718467	0.981450696436242
9.578823565562164	0.01452484583333197	10.096603889360898	1.4693710261254274	10593	1.5579066288799377	3.053789844629863	6.525033720932301	12.632613410192027	0.981450696436242
9.628601658595285	0.014456971841041028	10.102411493123771	1.4792224862052938	10180	1.553217309910141	3.044612015632381	6.583989642962903	12.673213674227666	0.981450696436242
9.67863791715766	0.014478735425790737	10.136030272247053	1.486743812488303	9844	1.5553309170664433	3.04876747865974	6.62987043849792	12.7274053958174	0.981450696436242
9.728301031112068	0.01452420283824285	10.144162665518355	1.4645932516898315	9289	1.5222440625967373	2.9839323883296878	6.74436864278238	12.712233419441755	0.981450696436242
9.87844375136162	0.014375574432601205	10.162756554781508	1.4124809574084813	7895	1.4409717281112338	2.8246857897944553	7.0537579615671655	12.703129541156077	0.981450696436242
9.828367091142107	0.014494164619307392	10.190211373390559	1.3991927473125272	8388	1.4454070338603806	2.833354622177699	6.995012468964408	12.661721713319807	0.981450696436242
9.92808742123695	0.014455850820174572	10.193326020880138	1.4124886518978546	7567	1.4371339364895785	2.8171814315629877	7.110905989673963	12.745268852799938	0.981450696436242
9.778355982266339	0.014494491530261933	10.198389136738792	1.4232083923219672	8966	1.4838844643108045	2.9087528171003925	6.869603165165946	12.687108799366731	0.981450696436242
9.977976302575403	0.014454256398552308	10.20893141440573	1.4000003778946954	7261	1.4187186132249137	2.7811010413487955	7.196875261226607	12.759077343924199	0.981450696436242
10.028599810078648	0.014499580950083748	10.217648995048062	1.3711762049451315	6866	1.3845370397259191	2.7141212570436317	7.314478553035016	12.742721067122279	0.981450696436242
10.078367608848865	0.014445959008663859	10.249738449490994	1.364413193178101	6385	1.3750090876941574	2.6954793339215093	7.382888274927355	12.773846942770374	0.981450696436242
10.128147017273657	0.014620691498635291	10.250828795098707	1.352634922661338	5876	1.3581978465837778	2.662567402126988	7.465579615146669	12.790714419400643	0.981450696436242
10.178499460768544	0.014438979825641933	10.313047363717605	1.3346035658386897	5595	1.3410869207630132	2.629050906214245	7.549448554554299	12.807550366982788	0.981450696436242
10.228198031017612	0.014372688144410126	10.358155968688846	1.309758683536859	5110	1.3161720651281144	2.5802611280175025	7.64793690300011	12.808459159035115	0.981450696436242
10.703653997486061	0.22259249551191587	10.390956242532855	1.39782390962124	20088	1.4860590449232076	2.912797720661821	7.79085627682424	13.616451718147882	0.981450696436242
10.277825567741255	0.014463951168088662	10.39921175726928	1.3089915839879596	4746	1.314602290945568	2.5772305468428613	7.700595020898394	12.855056114584116	0.981450696436242
10.32816090040457	0.014526613983822483	10.408818419800095	1.307354652602932	4202	1.3099504658760095	2.5681956627848326	7.7599652376197366	12.896356563189402	0.981450696436242
10.37796378067205	0.014479893206182155	10.430206303724928	1.3208129208613886	3839	1.3214998794375987	2.590909242803942	7.787054537868109	12.968873023475993	0.981450696436242
10.428923166083916	0.03744553715023284	10.456050407925408	1.303120067049027	3432	1.304957739762966	2.5585727616361873	7.870350404447729	12.987495927720103	0.981450696436242
